tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,periodo,mañana,tarde,noche,madrugada,presencial,nacional,internacional,anomalia_geografica,anomalia_temporal,anomalia_monto,anomalia_giro_monto,suma_ponderada,Fraude,sexo,fechas_decembrinas,categoria_peligrosa
TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),1/17/2023 23:34,MX,CARD NOT PRESENT,M,PUEBLA,27,630.69,6802,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,SPORT CITY GUAD MINERVGUADALAJARA  00,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",11/10/2022 16:50,MX,CARD PRESENT,M,JALISCO,22,630.71,856,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,SPORT CITY GUAD MINERVGUADALAJARA  00,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",11/10/2022 16:53,MX,CARD PRESENT,M,JALISCO,22,630.71,856,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,BP*PAD VENTAS         GUADALAJARA J014,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,2/16/2023 15:05,MX,CARD NOT PRESENT,F,BAJA CALIFORNIA,25,630.75,4568,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,RINPLAY PUNTA NORTE   CUAUTITLAN IZ00,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/5/2023 15:05,MX,CARD PRESENT,F,QUERETARO,43,630.77,9871,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,WALMART VENTA EN LIN3 MEXICO DF    DF,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,12/12/2022 19:36,MX,CARD NOT PRESENT,M,MEXICO,28,630.99,3548,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,BP*RETAIL VENTAS2     CIUDAD DE MEX001,RETAIL,EQUIPO COMERCIAL - NO CLASIFICADO,3/6/2023 10:04,MX,CARD PRESENT,M,CHIHUAHUA,45,631.05,5698,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,RCH-nobull*8552206638    Calgary,RETAIL,"DISTRIBUIDORES DE HIELO (FUEGOS ARTIFICIALES),",1/31/2023 15:47,GB,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,39,631.09,1667,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),1/17/2023 21:47,MX,CARD NOT PRESENT,M,PUEBLA,27,631.11,6802,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,SAN PABLO AZTECAS R1  ECATEPEC DE MEM,FARMACIAS,"DROGUERIAS, (FARMACIAS)",11/28/2022 22:50,MX,CARD PRESENT,M,MEXICO,32,631.11,5741,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,Vida Divina              909-3335443,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",2/8/2023 23:29,US,CARD NOT PRESENT,F,YUCATAN,36,631.11,5520,noche,0,0,1,0,0,0,1,0,0,1,1,0.55,1,1,0,0
TDC,STP*RAPPI MX          CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",12/2/2022 15:54,MX,CARD NOT PRESENT,M,QUERETARO,25,631.12,1549,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,LIVERPOOL POR INTERNETMEXICO DF    000,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,2/18/2023 17:00,MX,CARD NOT PRESENT,M,NUEVO LEON,35,631.15,1269,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,LIVERPOOL POR INTERNETMEXICO DF    000,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,11/18/2022 11:55,MX,CARD NOT PRESENT,M,NUEVO LEON,35,631.15,1269,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,LIVERPOOL POR INTERNETMEXICO DF    000,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,12/20/2022 7:11,MX,CARD NOT PRESENT,M,NUEVO LEON,35,631.15,1269,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,GIANNI S                 GUATEMALA,RESTAURANTE,RESTAURANTES,1/10/2023 21:47,GT,CARD PRESENT,M,AGUASCALIENTES,29,631.16,7478,noche,0,0,1,0,1,0,0,1,0,1,0,0.6,1,0,1,0
TDC,IMPERIO OPTICO        SN MIGUEL DE 011,OTROS,"OPTICAS, LENTES Y ANTEOJOS",11/13/2022 17:59,MX,CARD PRESENT,M,GUANAJUATO,43,631.23,274,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,1/3/2023 22:54,MX,CARD NOT PRESENT,M,AGUASCALIENTES,33,631.25,8320,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/2/2023 16:15,MX,CARD NOT PRESENT,M,MICHOACAN DE OCAMPO,20,631.26,4228,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,COPPEL APP AB         CULIACAN ROSA00,SUPERMERCADOS,TIENDA DEPARTAMENTAL,11/15/2022 20:37,MX,CARD NOT PRESENT,M,NUEVO LEON,24,631.29,3900,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),1/17/2023 23:47,MX,CARD NOT PRESENT,M,PUEBLA,27,631.35,6802,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,ABERCROMBIE ANGELOPOLINAUCALPAN DE 015,RETAIL,BOUTIQUE ROPA (ROPA CABALLEROS Y NINIOS),12/18/2022 20:50,MX,CARD PRESENT,F,CIUDAD DE MEXICO,34,631.35,2509,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDD,RED NATURA OAXACA     OAXACA DE JUAOAX,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",2/22/2023 11:47,MX,CARD PRESENT,M,OAXACA,52,631.35,7067,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,ELEGATE GDL MATRIZ IIIGUADALAJARA J014,RETAIL,APARATOS ELECTRONICOS PARA EL HOGAR LINEA BLANCA,2/28/2023 17:38,MX,CARD PRESENT,F,JALISCO,26,631.43,3789,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,PAYPAL *TILLY S          8664845597,RETAIL,ROPA Y ACCESORIOS - MISCELANEOS,11/8/2022 23:29,US,CARD NOT PRESENT,M,JALISCO,22,631.46,6597,noche,0,0,1,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDC,IVONNE OUTLET PUEBLA  CORONANGO PUE00,RETAIL,ROPA CASUAL DAMAS LENCERIA,2/4/2023 18:31,MX,CARD PRESENT,M,TABASCO,33,631.51,5035,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,UNIV LAGO D GPE MU CIBCUAUTITLAN IZ00,COLEGIOS Y UNIVERSIDADES,ESCUELAS UNIVERSIDAD Y POSTGRADO,3/1/2023 1:56,MX,CARD NOT PRESENT,M,MEXICO,27,631.53,8884,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,0,0,0
TDD,UNIV LAGO D GPE MU CIBCUAUTITLAN IZ00,COLEGIOS Y UNIVERSIDADES,ESCUELAS UNIVERSIDAD Y POSTGRADO,12/31/2022 1:02,MX,CARD NOT PRESENT,M,MEXICO,27,631.53,8884,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,0,1,0
TDC,WALMART VENTA EN LIN3 MEXICO DF    DF,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,1/14/2023 0:34,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,36,631.53,72,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,1,1,0
TDD,TDAS CHEDRAUI COATZA 1COATZACOALCOS000,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,2/7/2023 13:36,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,28,631.54,5815,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/4/2023 16:06,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,37,631.56,6261,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,POINTMP*PASTELERALOCA MEXICO DF    DF,AGREGADOR,AGREGADOR,1/4/2023 19:31,MX,CARD PRESENT,F,JALISCO,31,631.57,4931,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,SPORTS WORLD ON LINE  CIUDAD DE MEX001,ENTRETENIMIENTO,"CLUBS DEPORTIVOS MEMBRESIAS, CLUB CAMPESTRE",1/9/2023 12:04,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,631.59,4892,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,11/28/2022 1:29,MX,CARD NOT PRESENT,M,NUEVO LEON,47,631.63,1360,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,0,0,0
TDC,ESEE MUSIC            SN LUIS RIO CSON,RETAIL,TIENDAS DE MUSICA - INSTRUMENTOS MUSICALES,12/23/2022 16:11,MX,CARD PRESENT,F,SONORA,31,631.65,1207,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,LA UNICA              GUADALAJARA  JAL,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",12/15/2022 17:51,MX,CARD PRESENT,M,JALISCO,25,631.77,2139,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,ADO MOVIL ACCERTIFY 2 MEXICO DF    001,TRANSPORTE TERRESTRE DE PASAJEROS,AUTOBUSES FORANEOS,1/25/2023 22:04,MX,CARD NOT PRESENT,F,OAXACA,45,631.77,6609,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,1/16/2023 21:17,MX,CARD NOT PRESENT,F,JALISCO,34,631.85,9757,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,FLUMINENSE HOTEL         RIO DE JANEIR,HOTELES,"SERV NO CLASIFICADOS HOTELES, MOTELES,CTROS TURIST",2/24/2023 1:39,BR,CARD PRESENT,M,JALISCO,37,631.89,6040,madrugada,0,0,0,1,1,0,0,1,1,1,0,0.8,1,0,0,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,3/3/2023 12:22,MX,CARD NOT PRESENT,M,JALISCO,29,631.92,6718,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,OXXOBASILICA MTY      MONTERREY NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",1/27/2023 12:28,MX,CARD PRESENT,M,NUEVO LEON,26,631.95,6185,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,LIVERPOOL MTRREY LA FESN NICOLAS DENL,SUPERMERCADOS,TIENDA DEPARTAMENTAL,12/23/2022 18:20,MX,CARD PRESENT,M,NUEVO LEON,27,632.07,6699,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,SAMURAI MOTORS        CORDOBA VER  VE,RETAIL,DISTRIB DE AUTOMOVILES NUEVOS Y USADOS,12/20/2022 18:36,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,41,632.07,8924,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,BERSHKA COM           CIUDAD DE MEX00,RETAIL,ROPA CASUAL DAMAS LENCERIA,11/21/2022 15:56,MX,CARD NOT PRESENT,M,NUEVO LEON,26,632.13,6531,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/19/2023 13:10,MX,CARD NOT PRESENT,M,CHIHUAHUA,27,632.18,7540,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,DPS MEXICANA II       CIUDAD DE MEX00,RETAIL,PRODUCTOS QUIMICOS Y ALEACIONES (NO CLASIF),11/17/2022 15:34,MX,CARD PRESENT,M,MEXICO,34,632.22,1746,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,POINTMP*LENTESGALILEO MEXICO DF    DF,AGREGADOR,AGREGADOR,3/2/2023 18:02,MX,CARD PRESENT,M,CHIHUAHUA,30,632.25,2801,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,CLIP MX*RACHELL BOUTIQSANNICOLAS D000,AGREGADOR,AGREGADOR,3/5/2023 16:10,MX,CARD PRESENT,M,NUEVO LEON,38,632.25,9814,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,POINTMP*LENTESGALILEO MEXICO DF    DF,AGREGADOR,AGREGADOR,12/5/2022 15:32,MX,CARD PRESENT,M,NUEVO LEON,39,632.25,2215,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,WM SUPERCENTER #397      MCALLEN,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,11/25/2022 8:41,US,CARD PRESENT,M,NUEVO LEON,27,632.32,1854,mañana,1,0,0,0,1,0,0,1,0,1,1,0.8,1,0,0,0
TDD,Vida Divina              909-3335443,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",1/24/2023 0:00,US,CARD NOT PRESENT,F,YUCATAN,36,632.33,5520,madrugada,0,0,0,1,0,0,1,0,1,1,1,0.75,1,1,0,0
TDC,TEXAS ROADHOUSE #2658    HOUSTON,RESTAURANTE,RESTAURANTES,1/8/2023 22:11,US,CARD PRESENT,M,NUEVO LEON,29,632.34,1139,noche,0,0,1,0,1,0,0,1,0,1,0,0.6,1,0,1,0
TDD,LIVERPOOL POR INTERNETMEXICO DF    000,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,1/7/2023 18:33,MX,CARD NOT PRESENT,M,OAXACA,28,632.4,8410,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,PEUGEOT SAN NICOLAS   SN NICOLAS DENLE,RETAIL,DISTRIB DE AUTOMOVILES NUEVOS Y USADOS,2/1/2023 13:29,MX,CARD PRESENT,M,NUEVO LEON,58,632.48,3210,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,MARSHALLS 777            POINTE-CLAIRE,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,11/27/2022 13:33,CA,CARD PRESENT,F,JALISCO,26,632.54,854,tarde,0,1,0,0,1,0,0,1,0,1,1,0.8,1,1,0,0
TDC,D LOCAL*SHEIN         CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/17/2023 12:37,MX,CARD NOT PRESENT,F,GUANAJUATO,26,632.6,8885,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,2/23/2023 19:03,MX,CARD NOT PRESENT,F,MEXICO,33,632.7,6476,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,SAMS QUERETARO        QUERETARO QROQU,SUPERMERCADOS,CLUBES DE MAYORISTA,3/6/2023 20:18,MX,CARD PRESENT,M,QUERETARO,26,632.71,9097,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,STR*SYSCOM MX         CIUDAD DE MEX001,RETAIL,VENTAS POR CATALOGO Y/O VENTANILLA MERCADEO DIRECT,2/21/2023 17:53,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,49,632.71,2697,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,SAMS CAMINO HUINALA   APODACA NL   NL,SUPERMERCADOS,CLUBES DE MAYORISTA,11/25/2022 19:31,MX,CARD PRESENT,M,NUEVO LEON,22,632.78,5697,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,12/11/2022 19:07,MX,CARD NOT PRESENT,M,NUEVO LEON,22,632.79,2084,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,11547 LEFTIES GRAN PLAZAPOPAN      00,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/3/2022 15:34,MX,CARD PRESENT,F,JALISCO,40,632.79,1700,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,COPPEL APP AB         CULIACAN ROSA00,SUPERMERCADOS,TIENDA DEPARTAMENTAL,12/11/2022 0:36,MX,CARD NOT PRESENT,M,NUEVO LEON,31,632.85,8684,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,0,0,0
TDC,STP*HOLIHERB          CIUDAD DE MEX001,AGREGADOR,AGREGADOR,11/28/2022 17:04,MX,CARD NOT PRESENT,F,DURANGO,29,632.85,6486,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,SEPHORA ANTARA TPV    CIUDAD DE MEX09,RETAIL,TIENDAS - COSMETICOS  PERFUMERIA,2/3/2023 17:04,MX,CARD PRESENT,F,CIUDAD DE MEXICO,30,632.85,6991,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,12/24/2022 10:13,MX,CARD NOT PRESENT,F,MEXICO,26,632.91,9379,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDD,AT&T D PRIME CORP     MEXICO DF    DF,TELECOMUNICACIONES,"SERVICIOS DE TELECOMUNICACION, LLAMADAS LOC Y LARG",12/5/2022 17:58,MX,CARD PRESENT,M,CHIHUAHUA,23,632.97,5599,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,Vida Divina              909-3335443,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",12/2/2022 12:44,US,CARD NOT PRESENT,F,YUCATAN,36,633.03,5520,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,1,0,0
TDC,LAFFAYETTE BOSCO      GUADALAJARA JJA,RETAIL,MOBILIARIO ESPECIAL PARA EL HOGAR,2/5/2023 14:53,MX,CARD PRESENT,F,JALISCO,49,633.03,159,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,LIB GRACE AND JOY     MEXICO DF    DF,RETAIL,LIBRERIAS,2/8/2023 16:22,MX,CARD PRESENT,M,MEXICO,23,633.21,95,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,WAL MART SENDERO      GENERAL ESCOB000,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,11/21/2022 17:29,MX,CARD PRESENT,M,NUEVO LEON,23,633.24,6648,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PAYPALWALLET             TOKYO,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,11/23/2022 15:04,JP,CARD NOT PRESENT,M,MEXICO,31,633.27,3795,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDD,Vida Divina              909-3335443,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",12/18/2022 15:53,US,CARD NOT PRESENT,F,YUCATAN,36,633.33,5520,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,1,1,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/23/2022 20:00,MX,CARD NOT PRESENT,M,CHIHUAHUA,41,633.33,7578,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDD,OBRADOR ATOTONILCO    GUADALAJARA J001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",12/22/2022 10:46,MX,CARD PRESENT,F,JALISCO,51,633.36,3466,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,ESTEE LAUDER LERMA    LERMA EM     EM,RETAIL,TIENDAS - COSMETICOS  PERFUMERIA,1/29/2023 15:45,MX,CARD PRESENT,F,CIUDAD DE MEXICO,31,633.39,5070,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,CENTRO JOYERO LIBERTADCHIHUAHUA CHICH,RETAIL,"JOYERIAS, PLATERIAS Y RELOJERIAS",2/13/2023 15:38,MX,CARD PRESENT,M,CHIHUAHUA,23,633.45,3568,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,EL MERCADO DISCOUNT CENTESELMA,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,1/3/2023 20:55,US,CARD PRESENT,M,BAJA CALIFORNIA,31,633.49,6668,noche,0,0,1,0,1,0,0,1,0,1,0,0.6,1,0,1,0
TDD,SORIANA257 TACUBAYA   CIUDAD DE MEX00,SUPERMERCADOS,AUTOSERVICIOS Y SUPERMERCADOS,12/14/2022 15:35,MX,CARD PRESENT,M,CIUDAD DE MEXICO,28,633.52,8300,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PAP NTE DIAGONAL      TORREON COAH 000,RETAIL,"ARTICULOS DE ESCRITORIO Y OFICINA, ART ESCOLARES",2/9/2023 18:55,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,42,633.53,2473,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,IMPULS 96             GUADALUPE NL 000,RETAIL,ZAPATERIAS,12/17/2022 16:08,MX,CARD PRESENT,F,CIUDAD DE MEXICO,33,633.58,4535,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDD,CIMACO SALTILLO 1     SALTILLO COAHCO,SUPERMERCADOS,TIENDA DEPARTAMENTAL,2/15/2023 19:02,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,23,633.74,5734,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,IMPERQUIMIA SAN MIGUELSN MIGUEL ALL011,RETAIL,DISTRIBUIDOR DE PINTURAS Y BARNICES,1/2/2023 9:58,MX,CARD PRESENT,M,GUANAJUATO,33,633.75,7185,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,C.C. LA MAQUINISTA       BARCELONA,RETAIL,"JOYERIAS, PLATERIAS Y RELOJERIAS",12/9/2022 5:19,ES,CARD PRESENT,F,JALISCO,48,633.86,3410,madrugada,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,1/13/2023 19:17,MX,CARD NOT PRESENT,M,BAJA CALIFORNIA SUR,23,633.89,5009,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,FUND SUC 464 LOMA BONILOMA BONITA OOA,BENEFICENCIA,ORGANIZACIONES DE SERVICIO SOCIAL ( BENEFICENCIA),11/23/2022 12:41,MX,CARD PRESENT,M,OAXACA,25,633.93,8725,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,YAZBEK PUEBLA         PUEBLA PUE   021,OTROS,"FOTOGRAFIA, ARTE Y ANUNCIOS - COMERCIALES",12/5/2022 12:27,MX,CARD PRESENT,M,PUEBLA,30,634,9337,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,YAZBEK PUEBLA         PUEBLA PUE   021,OTROS,"FOTOGRAFIA, ARTE Y ANUNCIOS - COMERCIALES",11/23/2022 13:12,MX,CARD PRESENT,M,PUEBLA,30,634.02,9337,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,Revolut**1674*           Dublin,OTROS,AUTOFINANCIAMIENTOS - SERVICIOS FINANCIEROS,2/15/2023 10:03,IE,CARD NOT PRESENT,F,NUEVO LEON,26,634.04,2966,mañana,1,0,0,0,0,0,1,0,0,1,1,0.55,1,1,0,0
TDD,GRUPO ISIMA           TOLUCA EM    00,EDUCACIN BASICA,ESCUELAS Y ACADEMIAS NO CLASIFICADAS,2/8/2023 1:22,MX,CARD NOT PRESENT,M,GUANAJUATO,23,634.06,679,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,0,0,0
TDD,SEPHORA PUNTO VALLE ICSANPEDRO GAR19,RETAIL,TIENDAS - COSMETICOS  PERFUMERIA,3/4/2023 14:09,MX,CARD PRESENT,F,NUEVO LEON,25,634.06,1747,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,DEL KING ENTERTAINMENTSANPEDRO GARNL,ENTRETENIMIENTO,"CINES, TEATROS",2/14/2023 14:56,MX,CARD NOT PRESENT,M,NUEVO LEON,53,634.06,1042,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,Vida Divina              909-3335443,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",2/21/2023 16:47,US,CARD NOT PRESENT,F,YUCATAN,36,634.09,5520,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,1,0,0
TDD,AUTOMOTORES REYNOSA   REYNOSA TAMPSTM,RETAIL,DISTRIB DE AUTOMOVILES NUEVOS Y USADOS,1/24/2023 14:17,MX,CARD PRESENT,M,NUEVO LEON,28,634.24,5013,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,AGUAKAN CANCUN        BENITO JUAREZ023,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,1/12/2023 9:51,MX,CARD PRESENT,M,QUINTANA ROO,38,634.24,4225,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/12/2022 0:29,MX,CARD NOT PRESENT,M,NUEVO LEON,26,634.26,3947,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,0,0,0
